email_text,email_text_clean,label,email_type,email_length,word_count,url_count,has_urls,urgent_word_count,has_urgent_words,money_word_count,has_money_words,exclamation_count,question_count,predicted_label,predicted_probability,confidence,error_type
re python dev problems with the new super on thu may at pm guido van rossum wrote i m not proud of this but i don t see a way around it. the alternative would be to make it a keyword which seemed excessive plus it would be odd if super were a keyword when self is not . there were long discussions about various possible ways to implement something like this and they all had their downsides. the pep still isn t fixed to describe the status quo. i remember some brainstorms about treating more like self. i m not sure if these were thought through all the way but i remember seeing something like class myclass super super this method requires super requires super def init self super kwds super kwds this method doesn t require super def some method self pass i m sure there are drawbacks but it fits in my head. using super in python . is verbose but simple. however i m a little scared of super in python . . i guess i m probably just a wimp. andrew mcnabb URL PLACEHOLDER pgp fingerprint a b c de ab d,re python dev problems with the new super on thu may at pm guido van rossum wrote i m not proud of this but i don t see a way around it. the alternative would be to make it a keyword which seemed excessive plus it would be odd if super were a keyword when self is not . there were long discussions about various possible ways to implement something like this and they all had their downsides. the pep still isn t fixed to describe the status quo. i remember some brainstorms about treating more like self. i m not sure if these were thought through all the way but i remember seeing something like class myclass super super this method requires super requires super def init self super kwds super kwds this method doesn t require super def some method self pass i m sure there are drawbacks but it fits in my head. using super in python . is verbose but simple. however i m a little scared of super in python . . i guess i m probably just a wimp. andrew mcnabb URL PLACEHOLDER pgp fingerprint a b c de ab d,0,Safe Email,1199,197,1,1,0,0,0,0,0,0,1,0.90960574,0.90960574,False Positive
make her climax again and again! low self esteem because of your small weenie? we are here to aid! let your intimate life sparkle with brighter colors! URL PLACEHOLDER ones available to afford to have additional privateextensive international cooperation is released.savings as an extension does not require any law,make her climax again and again! low self esteem because of your small weenie? we are here to aid! let your intimate life sparkle with brighter colors! URL PLACEHOLDER ones available to afford to have additional privateextensive international cooperation is released.savings as an extension does not require any law,1,Phishing Email,325,49,1,1,0,0,0,0,3,1,0,0.19788466,0.8021153,False Negative
re all everything that i understand i understand only because i love. URL PLACEHOLDER,re all everything that i understand i understand only because i love. URL PLACEHOLDER,1,Phishing Email,104,14,1,1,0,0,0,0,0,0,0,0.045746457,0.95425355,False Negative
angel vs desire to learn the university of scranton switched from blackboard to angel last fall. we evaluated both angel and desire to learn. pricing was comparable but angel was more of a finished product and we felt they were just ready! feature wise they were very similar but angel was just better in our opinion. to be removed from future issues of the siguccs members please enter your email address EMAIL PLACEHOLDER at URL PLACEHOLDER and we ll remove you. if in the future you d like to re subscribe please enter your address at URL PLACEHOLDER association for computing machinery advancing computing as a science and profession c acm inc. all rights reserved.,angel vs desire to learn the university of scranton switched from blackboard to angel last fall. we evaluated both angel and desire to learn. pricing was comparable but angel was more of a finished product and we felt they were just ready! feature wise they were very similar but angel was just better in our opinion. to be removed from future issues of the siguccs members please enter your email address EMAIL PLACEHOLDER at URL PLACEHOLDER and we ll remove you. if in the future you d like to re subscribe please enter your address at URL PLACEHOLDER association for computing machinery advancing computing as a science and profession c acm inc. all rights reserved.,0,Safe Email,859,115,1,1,0,0,0,0,1,2,1,0.52004176,0.52004176,False Positive
primeval paradoxic remington bisect gaul mullen file boss? lebensraum sobriquet delicatessen. tungstate patsy tracery tousle boss premier primeval sobriquet clarity taipei somewhere ubiquity. contributory kumquat berlitz amanuensis delicatessen peat? counterpart contributory baptistery. amanuensis whipple shipmen upslope mispronunciation whipple transpose mash mullen counterpart berlitz paradoxic. whipple marsh leaky raspberry kumquat kumquat? berlitz mash mispronunciation. file patsy.,primeval paradoxic remington bisect gaul mullen file boss? lebensraum sobriquet delicatessen. tungstate patsy tracery tousle boss premier primeval sobriquet clarity taipei somewhere ubiquity. contributory kumquat berlitz amanuensis delicatessen peat? counterpart contributory baptistery. amanuensis whipple shipmen upslope mispronunciation whipple transpose mash mullen counterpart berlitz paradoxic. whipple marsh leaky raspberry kumquat kumquat? berlitz mash mispronunciation. file patsy.,1,Phishing Email,504,55,0,0,0,0,0,0,0,3,0,0.07436253,0.9256375,False Negative
message to all staff the vice chancellor has much pleasure in announcing the recipients of the vice chancellor s teaching excellence awards for . in making the awards the vice chancellor would like to note that the standard of applicant for this years round was exceptionally high and in response to a request from the awards committee two further awards for sustained excellence have been made. the recipients are as follows dr lisa emerson of the school of english and media studies awarded the darrylin o dea award for innovation in elearning dr rosie bradshaw of the institute of molecular biosciences awarded the vice chancellor s award for excellence in teaching first year students dr hamish anderson of the department of economics and finance awarded a vice chancellor s award for sustained teaching excellence dr heather kavan of the department of communication journalism and marketing awarded a vice chancellor s award for sustained teaching excellence mr bill macintyre of the school of curriculum and pedagogy awarded a vice chancellor s award for sustained teaching excellence professor janet hoek of the department of communication journalism and marketing awarded a vice chancellor s award for sustained teaching excellence dr anderson dr kavan and dr emerson are the vice chancellor s nominations for the national tertiary teaching excellence awards.,message to all staff the vice chancellor has much pleasure in announcing the recipients of the vice chancellor s teaching excellence awards for . in making the awards the vice chancellor would like to note that the standard of applicant for this years round was exceptionally high and in response to a request from the awards committee two further awards for sustained excellence have been made. the recipients are as follows dr lisa emerson of the school of english and media studies awarded the darrylin o dea award for innovation in elearning dr rosie bradshaw of the institute of molecular biosciences awarded the vice chancellor s award for excellence in teaching first year students dr hamish anderson of the department of economics and finance awarded a vice chancellor s award for sustained teaching excellence dr heather kavan of the department of communication journalism and marketing awarded a vice chancellor s award for sustained teaching excellence mr bill macintyre of the school of curriculum and pedagogy awarded a vice chancellor s award for sustained teaching excellence professor janet hoek of the department of communication journalism and marketing awarded a vice chancellor s award for sustained teaching excellence dr anderson dr kavan and dr emerson are the vice chancellor s nominations for the national tertiary teaching excellence awards.,0,Safe Email,1392,216,0,0,0,0,0,0,0,0,1,0.9983368,0.9983368,False Positive
she knows well what really matters once you gain your new dimensions you ll win more love battles! implement your secret desire in practice! URL PLACEHOLDER with deco and twisted past jamie carragher only to seeto help him. he says that new zealand and helen clark isthe earth under the building continues to be eroded.,she knows well what really matters once you gain your new dimensions you ll win more love battles! implement your secret desire in practice! URL PLACEHOLDER with deco and twisted past jamie carragher only to seeto help him. he says that new zealand and helen clark isthe earth under the building continues to be eroded.,1,Phishing Email,330,55,1,1,0,0,1,1,2,0,0,0.00045399988,0.999546,False Negative
spambayes dev problem in python setup.py build downloading URL PLACEHOLDER traceback most recent call last file setup.py line in ? import ez setup ez setup.use setuptools file home gayathris desktop mysql python . . ez setup.py line in use setuptools egg download setuptools version download base to dir download delay file home gayathris desktop mysql python . . ez setup.py line in download setuptools src urllib .urlopen url file usr lib python . urllib .py line in urlopen return opener.open url data file usr lib python . urllib .py line in open open req file usr lib python . urllib .py line in call chain result func args file usr lib python . urllib .py line in URL PLACEHOLDER return self.do open URL PLACEHOLDER req file usr lib python . urllib .py line in do open raise urlerror err urllib .urlerror this is the error m getting while trying to buil up python mysql. help me out spambayes dev mailing list EMAIL PLACEHOLDER URL PLACEHOLDER,spambayes dev problem in python setup.py build downloading URL PLACEHOLDER traceback most recent call last file setup.py line in ? import ez setup ez setup.use setuptools file home gayathris desktop mysql python . . ez setup.py line in use setuptools egg download setuptools version download base to dir download delay file home gayathris desktop mysql python . . ez setup.py line in download setuptools src urllib .urlopen url file usr lib python . urllib .py line in urlopen return opener.open url data file usr lib python . urllib .py line in open open req file usr lib python . urllib .py line in call chain result func args file usr lib python . urllib .py line in URL PLACEHOLDER return self.do open URL PLACEHOLDER req file usr lib python . urllib .py line in do open raise urlerror err urllib .urlerror this is the error m getting while trying to buil up python mysql. help me out spambayes dev mailing list EMAIL PLACEHOLDER URL PLACEHOLDER,0,Safe Email,1251,165,1,1,0,0,0,0,0,1,1,0.98527306,0.98527306,False Positive
generate the best love results here an apple a day keeps the doctor away a pill a day keeps your pecker stronger and gay. URL PLACEHOLDER,generate the best love results here an apple a day keeps the doctor away a pill a day keeps your pecker stronger and gay. URL PLACEHOLDER,1,Phishing Email,148,26,1,1,0,0,0,0,0,0,0,0.012140444,0.98785955,False Negative
your order free nude celebrity all your favorite celebrities caught naked !! URL PLACEHOLDER,your order free nude celebrity all your favorite celebrities caught naked !! URL PLACEHOLDER,1,Phishing Email,120,14,1,1,0,0,1,1,2,0,0,0.0002486003,0.9997514,False Negative
enormous ize is attainable be sure she will like to get penetrated harder and deeper with your new massive tool! amend your unlucky romance today! URL PLACEHOLDER for the handling of tax filing data for canadians havelike going home at the end of the day and ironing mythem by referee viktor kassai. the guests looked set for,enormous ize is attainable be sure she will like to get penetrated harder and deeper with your new massive tool! amend your unlucky romance today! URL PLACEHOLDER for the handling of tax filing data for canadians havelike going home at the end of the day and ironing mythem by referee viktor kassai. the guests looked set for,1,Phishing Email,334,57,1,1,0,0,0,0,2,0,0,0.00014689838,0.99985313,False Negative
uai final cfp aaai workshop on statistical and empirical approaches for spoken dialogue systems apologies for multiple postings final call for papers aaai workshop on statistical and empirical approaches for spoken dialogue systems boston massachusetts usa july URL PLACEHOLDER paper deadline friday march overview this workshop seeks to draw new work on statistical and empirical approaches for spoken dialogue systems. we welcome both theoretical and applied work addressing issues such as representations and data structures suitable for automated learning of dialogue models machine learning techniques for automatic generation and improvement of dialogue managers machine learning techniques for ontology construction and integration techniques to accurately simulate human computer dialogue creation use and evaluation of user models methods for automatic evaluation of dialogue systems integration of spoken dialogue systems into larger intelligent agents such as robots investigations into appropriate optimization criteria for spoken dialogue systems applications and real world examples of spoken dialogue systems incorporating statistical or empirical techniques use of statistical or empirical techniques within multi modal dialogue systems application of statistical or empirical techniques to multi lingual spoken dialogue systems rapid development of spoken dialogue systems from database content and corpora adaptation of dialogue systems to new domains and languages the use and application of techniques and methods from related areas such as cognitive science operations research emergence models etc. any other aspect of the application of statistical or empirical techniques to spoken dialogue systems. workshop format this will be a one day workshop immediately before the main aaai conference and will consist mainly of presentations of new work by participants. the day will also feature a keynote talk from satinder singh university of michigan who will speak about using reinforcement learning in the spoken dialogue domain. interaction will be encouraged and sufficient time will be left for discussion of the work presented. to facilitate a collaborative environment the workshop size will be limited to authors presenters and a small number of other participants. proceedings of the workshop will be published as an aaai technical report. submission and review process prospective authors are invited to submit full length page camera ready papers via email. authors are requested to use the aaai paper template and follow the aaai formatting guidelines. aaai paper template URL PLACEHOLDER aaai formatting guidelines URL PLACEHOLDER authors are asked to email papers to jason williams at jasondwilliams at gmail dot com. all papers will be reviewed electronically by three reviewers. comments will be provided and time will be given for incorporation of comments into accepted papers. for accepted papers at least one author from each paper is expected to register and attend. if no authors of an accepted paper register for the workshop the paper may be removed from the workshop proceedings. finally authors of accepted papers will be expected to sign a standard aaai permission to distribute form. important dates friday march camera ready paper submission deadline monday april acceptance notification friday may aaai and workshop registration opens friday may final camera ready papers and aaai permission to distribute forms due friday may aaai early registration deadline friday june aaai late registration deadline monday july workshop tuesday thursday july main aaai conference technical committee alex acero microsoft jan alexandersson dfki gmbh germany grace chung mit usa stephen cox university of east anglia uk nils dahlb ck link ping university sweden matthias denecke ntt computer science laboratories japan guiseppe di fabbrizio at t research usa james glass mit usa dilek hakkani tur at t research usa eric horvitz microsoft research usa mark huckvale ucl arne j nsson link ping university sweden kazunori komatani kyoto university japan staffan larsson g teborgs universitet sweden ram n l pez c zar delgado university of granada spain michael mctear university of ulster uk mikio nakano honda research institute japan joelle pineau mcgill university canada joe polifroni university of sheffield uk pascal poupart university of waterloo manny rayner nasa usa norbert reithinger dfki germany steve renals edinburgh nick roy mit usa alex rudnicky carnegie mellon university usa stephanie seneff massachusetts institute of technology candice sidner merl usa joel tetreault university of pittsburg gokhan tur at t research usa steve young university of cambridge ingrid zukerman monash university australia organizers pascal poupart university of waterloo ppoupart at cs dot uwaterloo dot ca stephanie seneff massachusetts institute of technology seneff at csail dot mit dot edu jason d. williams university of cambridge jdw at cam dot ac dot uk steve young university of cambridge sjy at eng dot cam dot ac dot uk additional information for additional information please contact jason williams correspondence jdw at cam dot ac dot uk submissions jasondwilliams at gmail dot com phone fax cambridge university department of engineering trumpington street cambridge cb pz united kingdom,uai final cfp aaai workshop on statistical and empirical approaches for spoken dialogue systems apologies for multiple postings final call for papers aaai workshop on statistical and empirical approaches for spoken dialogue systems boston massachusetts usa july URL PLACEHOLDER paper deadline friday march overview this workshop seeks to draw new work on statistical and empirical approaches for spoken dialogue systems. we welcome both theoretical and applied work addressing issues such as representations and data structures suitable for automated learning of dialogue models machine learning techniques for automatic generation and improvement of dialogue managers machine learning techniques for ontology construction and integration techniques to accurately simulate human computer dialogue creation use and evaluation of user models methods for automatic evaluation of dialogue systems integration of spoken dialogue systems into larger intelligent agents such as robots investigations into appropriate optimization criteria for spoken dialogue systems applications and real world examples of spoken dialogue systems incorporating statistical or empirical techniques use of statistical or empirical techniques within multi modal dialogue systems application of statistical or empirical techniques to multi lingual spoken dialogue systems rapid development of spoken dialogue systems from database content and corpora adaptation of dialogue systems to new domains and languages the use and application of techniques and methods from related areas such as cognitive science operations research emergence models etc. any other aspect of the application of statistical or empirical techniques to spoken dialogue systems. workshop format this will be a one day workshop immediately before the main aaai conference and will consist mainly of presentations of new work by participants. the day will also feature a keynote talk from satinder singh university of michigan who will speak about using reinforcement learning in the spoken dialogue domain. interaction will be encouraged and sufficient time will be left for discussion of the work presented. to facilitate a collaborative environment the workshop size will be limited to authors presenters and a small number of other participants. proceedings of the workshop will be published as an aaai technical report. submission and review process prospective authors are invited to submit full length page camera ready papers via email. authors are requested to use the aaai paper template and follow the aaai formatting guidelines. aaai paper template URL PLACEHOLDER aaai formatting guidelines URL PLACEHOLDER authors are asked to email papers to jason williams at jasondwilliams at gmail dot com. all papers will be reviewed electronically by three reviewers. comments will be provided and time will be given for incorporation of comments into accepted papers. for accepted papers at least one author from each paper is expected to register and attend. if no authors of an accepted paper register for the workshop the paper may be removed from the workshop proceedings. finally authors of accepted papers will be expected to sign a standard aaai permission to distribute form. important dates friday march camera ready paper submission deadline monday april acceptance notification friday may aaai and workshop registration opens friday may final camera ready papers and aaai permission to distribute forms due friday may aaai early registration deadline friday june aaai late registration deadline monday july workshop tuesday thursday july main aaai conference technical committee alex acero microsoft jan alexandersson dfki gmbh germany grace chung mit usa stephen cox university of east anglia uk nils dahlb ck link ping university sweden matthias denecke ntt computer science laboratories japan guiseppe di fabbrizio at t research usa james glass mit usa dilek hakkani tur at t research usa eric horvitz microsoft research usa mark huckvale ucl arne j nsson link ping university sweden kazunori komatani kyoto university japan staffan larsson g teborgs universitet sweden ram n l pez c zar delgado university of granada spain michael mctear university of ulster uk mikio nakano honda research institute japan joelle pineau mcgill university canada joe polifroni university of sheffield uk pascal poupart university of waterloo manny rayner nasa usa norbert reithinger dfki germany steve renals edinburgh nick roy mit usa alex rudnicky carnegie mellon university usa stephanie seneff massachusetts institute of technology candice sidner merl usa joel tetreault university of pittsburg gokhan tur at t research usa steve young university of cambridge ingrid zukerman monash university australia organizers pascal poupart university of waterloo ppoupart at cs dot uwaterloo dot ca stephanie seneff massachusetts institute of technology seneff at csail dot mit dot edu jason d. williams university of cambridge jdw at cam dot ac dot uk steve young university of cambridge sjy at eng dot cam dot ac dot uk additional information for additional information please contact jason williams correspondence jdw at cam dot ac dot uk submissions jasondwilliams at gmail dot com phone fax cambridge university department of engineering trumpington street cambridge cb pz united kingdom,0,Safe Email,6297,786,1,1,2,1,0,0,0,0,1,0.9955895,0.9955895,False Positive
your optimal choice of watches long ago did fashionable wrist watches become an integral part of image! create your individual style! URL PLACEHOLDER,your optimal choice of watches long ago did fashionable wrist watches become an integral part of image! create your individual style! URL PLACEHOLDER,1,Phishing Email,154,23,1,1,0,0,0,0,2,0,0,0.0016685415,0.9983315,False Negative
python dev pydoc works with eggs? python . . pydoc blew up when i tried to view doc for pytools module which is an egg pydoc p pydoc server ready at URL PLACEHOLDER exception happened during processing of request from . . . traceback most recent call last file usr lib python . socketserver.py line in handle request self.process request request client address file usr lib python . socketserver.py line in process request self.finish request request client address file usr lib python . socketserver.py line in finish request self.requesthandlerclass request client address self file usr lib python . socketserver.py line in init self.handle file usr lib python . base URL PLACEHOLDER line in handle self.handle one request file usr lib python . base URL PLACEHOLDER line in handle one request method file usr lib python . pydoc.py line in do get self.send document describe obj html.document obj path file usr lib python . pydoc.py line in document if inspect.ismodule object return self.docmodule args file usr lib python . pydoc.py line in docmodule contents.append self.document value key name fdict cdict file usr lib python . pydoc.py line in document if inspect.isclass object return self.docclass args file usr lib python . pydoc.py line in docclass lambda t t method file usr lib python . pydoc.py line in spill funcs classes mdict object file usr lib python . pydoc.py line in document if inspect.isroutine object return self.docroutine args file usr lib python . pydoc.py line in docroutine getdoc object self.preformat funcs classes methods file usr lib python . pydoc.py line in getdoc result inspect.getdoc object or inspect.getcomments object file usr lib python . inspect.py line in getcomments lines lnum findsource object file usr lib python . inspect.py line in findsource if pat.match lines lnum break indexerror list index out of range python dev mailing list EMAIL PLACEHOLDER URL PLACEHOLDER unsubscribe URL PLACEHOLDER,python dev pydoc works with eggs? python . . pydoc blew up when i tried to view doc for pytools module which is an egg pydoc p pydoc server ready at URL PLACEHOLDER exception happened during processing of request from . . . traceback most recent call last file usr lib python . socketserver.py line in handle request self.process request request client address file usr lib python . socketserver.py line in process request self.finish request request client address file usr lib python . socketserver.py line in finish request self.requesthandlerclass request client address self file usr lib python . socketserver.py line in init self.handle file usr lib python . base URL PLACEHOLDER line in handle self.handle one request file usr lib python . base URL PLACEHOLDER line in handle one request method file usr lib python . pydoc.py line in do get self.send document describe obj html.document obj path file usr lib python . pydoc.py line in document if inspect.ismodule object return self.docmodule args file usr lib python . pydoc.py line in docmodule contents.append self.document value key name fdict cdict file usr lib python . pydoc.py line in document if inspect.isclass object return self.docclass args file usr lib python . pydoc.py line in docclass lambda t t method file usr lib python . pydoc.py line in spill funcs classes mdict object file usr lib python . pydoc.py line in document if inspect.isroutine object return self.docroutine args file usr lib python . pydoc.py line in docroutine getdoc object self.preformat funcs classes methods file usr lib python . pydoc.py line in getdoc result inspect.getdoc object or inspect.getcomments object file usr lib python . inspect.py line in getcomments lines lnum findsource object file usr lib python . inspect.py line in findsource if pat.match lines lnum break indexerror list index out of range python dev mailing list EMAIL PLACEHOLDER URL PLACEHOLDER unsubscribe URL PLACEHOLDER,0,Safe Email,2590,309,1,1,0,0,0,0,0,1,1,0.9992173,0.9992173,False Positive
re queue file write error for some domains thanks i ll start looking for other variables then different kernel different nic etc. don on wietse venema wrote don johnson feb mail postfix smtpd web .mail.re .yahoo.com . . . mail.centerpointe.com esmtp postfix . . feb mail postfix smtpd feb mail postfix smtpd web .mail.re .yahoo.com . . . mail.centerpointe.com feb mail postfix smtpd feb mail postfix smtpd web .mail.re .yahoo.com . . . . . ok feb mail postfix smtpd spend seconds in rbl lookup feb mail postfix smtpd web .mail.re .yahoo.com . . . . . ok feb mail postfix smtpd feb mail postfix smtpd web .mail.re .yahoo.com . . . end data with .,re queue file write error for some domains thanks i ll start looking for other variables then different kernel different nic etc. don on wietse venema wrote don johnson feb mail postfix smtpd web .mail.re .yahoo.com . . . mail.centerpointe.com esmtp postfix . . feb mail postfix smtpd feb mail postfix smtpd web .mail.re .yahoo.com . . . mail.centerpointe.com feb mail postfix smtpd feb mail postfix smtpd web .mail.re .yahoo.com . . . . . ok feb mail postfix smtpd spend seconds in rbl lookup feb mail postfix smtpd web .mail.re .yahoo.com . . . . . ok feb mail postfix smtpd feb mail postfix smtpd web .mail.re .yahoo.com . . . end data with .,0,Safe Email,1261,116,0,0,0,0,0,0,0,0,1,0.9996729,0.9996729,False Positive
want to act like a xxxstart. here is how. discover your online health consultant. URL PLACEHOLDER,want to act like a xxxstart. here is how. discover your online health consultant. URL PLACEHOLDER,1,Phishing Email,110,16,1,1,0,0,0,0,0,0,0,0.18774724,0.81225276,False Negative
make your girlfriend worship you believe me this simple method really works and improves your self esteem! benefit from increased dimensions this spring! URL PLACEHOLDER against ireland at sabina park kingston jamaica.commercial onlineproducts based on the series and video game.,make your girlfriend worship you believe me this simple method really works and improves your self esteem! benefit from increased dimensions this spring! URL PLACEHOLDER against ireland at sabina park kingston jamaica.commercial onlineproducts based on the series and video game.,1,Phishing Email,291,40,1,1,0,0,0,0,2,0,0,0.00015875092,0.9998412,False Negative
mohammedan landslide moline pyridine edifice hertzog concretion catnip? isolde goat piano. landslide rubdown nuclear alps bitwise bale eastbound pedestrian fleabane edifice edifice pest. dine edifice pyridine mediterranean catnip hermite? levulose pest fleabane. archae hertzog fleabane levulose piano concretion levulose permitted alps isolde fairgoer featherbed. nonsensic featherbed hermite hackmatack girlish invalid? invalid pornography pedestrian. pest archae.,mohammedan landslide moline pyridine edifice hertzog concretion catnip? isolde goat piano. landslide rubdown nuclear alps bitwise bale eastbound pedestrian fleabane edifice edifice pest. dine edifice pyridine mediterranean catnip hermite? levulose pest fleabane. archae hertzog fleabane levulose piano concretion levulose permitted alps isolde fairgoer featherbed. nonsensic featherbed hermite hackmatack girlish invalid? invalid pornography pedestrian. pest archae.,1,Phishing Email,480,55,0,0,0,0,0,0,0,3,0,0.035332367,0.9646676,False Negative
amazingly fast payouts only at us in a casino the interest rate on ! enter to us and do greatermoney! for this purpose we have made a bonus in .. probe our system forthe beginning and understand that it not lies!,amazingly fast payouts only at us in a casino the interest rate on ! enter to us and do greatermoney! for this purpose we have made a bonus in .. probe our system forthe beginning and understand that it not lies!,1,Phishing Email,223,41,0,0,0,0,1,1,3,0,0,0.0020853956,0.9979146,False Negative
don?t doubt miracles happen! except our offer and be awarded with her excited glance at your groin! bring your most unrealistic project off! URL PLACEHOLDER john mccain announces that he will be a candidate forkovalainen who made numerous driving errors in thethe moon has begun to spew geysers which contain liquid,don?t doubt miracles happen! except our offer and be awarded with her excited glance at your groin! bring your most unrealistic project off! URL PLACEHOLDER john mccain announces that he will be a candidate forkovalainen who made numerous driving errors in thethe moon has begun to spew geysers which contain liquid,1,Phishing Email,324,51,1,1,0,0,1,1,3,1,0,0.00052960444,0.9994704,False Negative
try and life up to them to you will seem spent all for nothing all the health products are specially made specifically for you buy any medication that you need here,try and life up to them to you will seem spent all for nothing all the health products are specially made specifically for you buy any medication that you need here,1,Phishing Email,167,31,0,0,0,0,0,0,0,0,0,0.0004561011,0.99954385,False Negative
